"nome","verso"
"Por Que, Pra Que?","Por que o azul é azul?Por que o lilás é lilás?Por que o sim não é sul?Porque não não é mais?Por que?Pra que definir o azul?Pra que definir o lilás?Pra que distinguir sim de sul?Pra que igualar não e mais?Pra que?Será que um dia poderei saberPor que, pra que, pra que, porque?Porque, pra que?Por que o azul é azul?Por que o lilás é lilás?Por que o sim não é sul?Por que não não é mais?Por que?Pra que?Por que?"
"Por Quem Os Sinos Dobram","Nunca se vence uma guerra lutando sozinhoCê sabe que a gente precisa entrar em contatoCom toda essa força contida e que vive guardadaO eco de suas palavras não repercutem em nadaÉ sempre mais fácil achar que a culpa é do outroEvita o aperto de mão de um possível aliado, éConvence as paredes do quarto, e dorme tranquiloSabendo no fundo do peito que não era nada daquiloCoragem, coragem, se o que você quer é aquilo que pensa e fazCoragem, coragem, eu sei que você pode maisÉ sempre mais fácil achar que a culpa é do outroEvita o aperto de mão de um possível aliadoConvence as paredes do quarto, e dorme tranquiloSabendo no fundo do peito que não era nada daquiloCoragem, coragem, se o que você quer é aquilo que pensa e fazCoragem, coragem, que eu sei que você pode mais"
"Porque","Por que que o sol nasceu de novo e não amanheceu?Por que que Deus criou o homem e não se arrependeu?Por que que a crença no futuro é fatal e a serpente simboliza o mal?Por que que tudo que é bonito está trancado no museu?Por que que eu nasci assim e meu irmão assado?Por que beber wisk-soda prá ficar animado?Por que que o tempoDeixa tudo prá tráse sempre que você consegue quer mais?Por que na hora do naufrágio cada um vai pro seu lado?Por que que eu tenho uma caneta e não sei escrever?Por que eu passo a noite inteira sem nada para ler?Por que que a agulha da vitrola sumiu e o anúncio do cinema caiu?Por que que eu faço essas perguntas sem ninguém prá responder?"
"Pra Quando Chover (Chuva Amiga ou Vai Chover)","Sei que vai chover,Mas eu não ligo quando estou com você.Deixa chover,Esqueça a capa e o guarda-chuva porqueNosso amor já é um abrigo, eu sei,Por que proteção?Vamos sair mesmo assim.Já vai choverVem, deixa choverDeixa molhar o seu cabelo com o meu.Quando chover,Não tenha medo de ir lá fora porqueHoje a rua só pertence a nós e a mais ninguém.Deixa molhar os seus pés,Já vai choverOs pingos d'água eu vou grudar no meu corpo.Nós dois andando sob a chuva amiga.Quantas janelas vão fechar eu não seiNem importaVem, já vai choverQue tal molhar o seu cabelo com o meu?Quando chover,           Não tenha medo de ir lá fora porqueHoje a rua só pertence a nós e a mais ninguém.Deixa molhar os seus pés,Já vai chover.Essa música não consta nos cds da carreira, mas é conhecida por uma gravação caseira que já foiincluída com outras em um cd não oficial distribuído por Sylvio Passos e bastante difundida pelainternet."
"Prelúdio","Sonho que se sonha sóÉ só um sonho que se sonha sóMas sonho que se sonha junto é realidadeSonho que se sonha sóÉ só um sonho que se sonha sóMas sonho que se sonha junto é realidadeSonho que se sonha sóÉ só um sonho que se sonha sóMas sonho que se sonha junto é realidade"
"Quando Acabar o Maluco Sou Eu","Toda vez que eu olho no espelho a minha caraEis que sou normal e que isso é coisa raraA minha enfermeira tem mania de artistaTrepa em minha cama, crente que é uma trapezistaEu não vou dizer que eu também seja perfeitoMamãe me viciou a só querer mamar no peitoEhê, ahã! Quando acabar o maluco sou euAhã! Quando acabar, o maluco sou euO russo que guardava o botão da bomba ""h""Tomou um pilequinho e quis mandar tudo pro arSeu Zé, preocupado anda numa de horrorPois falta um carimbo no seu ""Tito"" de eleitorEhê, ahã! Quando acabar o maluco sou euAhã! Quando acabar, o maluco sou euEu sou louco, mas sou felizMuito mais louco é quem me dizEu sou dono, dono do meu narizEm Feira de Santana ou mesmo em ParisNão bulo com governo, com polícia, nem censuraÉ tudo gente fina, meu advogado juraJá pensou o dia em que o papa se tocarE sair pelado pela Itália a cantarEhê, ahã! Quando acabar o maluco sou euAhã! Quando acabar, o maluco sou euAlá! Larga, Rick!Eu sou louco, mas sou felizMuito mais louco é quem me dizEu sou dono, dono do meu narizEm Feira de Santana ou mesmo em ParisNão bulo com governo, nem polícia, nem censuraÉ tudo gente fina, meu advogado juraJá pensou o dia em que o papa se tocarE sair pelado pela Itália a cantarEhê, ahã! Quando acabar o maluco sou euAhã! Quando acabar o maluco sou euAhã! Quando acabar o maluco sou euÉ, a coisa tá assim!"
"Quando Eu Morri","Quando eu morri em dezembroDe mil novecentos e setenta e doisEsperava ressuscitar e juntar os pedaçosDa minha cabeçaUm tempo depois um psiquiatra disseQue eu forçasse a barraE me esforçasse pra voltar à vidaE eu parei de tomar ácido lisérgicoE fiquei quieto lambendo minha própria feridaSem saber se era crime ou castigoE se havia outro cordão no meu umbigoPra de novo arrebentarPois eu fui puxado à ferroArrancado do útero maternoE apanhei pra poder chorarQuando eu morri suando frioVi Jimi Hendrix tocando nuvens distorcidasEu nem consegui falarE depois por um momentoO céu virou fragmento do infernoEm que eu tive que entrarEu sentia tanto medo, só queria dormir cedoPra noite passar depressaE não poder me agarrarNoites de garras de açoMe cortavam em mil pedaçosE no outro dia eu tinha que me remendarE se a vida pede a morteTalvez seja muita sorte eu ainda estar aquiE a cada beijo do desejoEu me entorpeço e me esqueçoDe tudo que eu ainda não entendi"
"Quando Você Crescer","O que que você quer ser quando você crescer?Aguma coisa importanteUm cara muito brilhanteQuando você crescerNão adianta, perguntas não valem nadaÉ sempre a mesma jogadaUm emprego e uma namoradaQuando você crescerE cada vez é mais difícil de vencerPra quem nasceu pra perderPra quem não é importante...É bem melhorSonhar, do que conseguirFicar em vez de partirMelhor uma esposa ao invés de uma amanteUma casinha, um carro à prestaçãoSaber de cor a lição, Que no...Que no bar não se cospe no chão, negoQuando você crescerAlguns amigos da mesma repartiçãoDurante o fim-de-semanaSe vai mais tarde pra camaQuando você crescerE no subúrbio, com flores na sua janelaVocê sorri para elaE dando um beijo lhe diz:Felicidadeé uma casa pequeninae amar uma meninaE não ligar pro que se diz.Belo casal que paga as contas direitobem comportado no leitoMesmo que doa no peitoSim...Quando você crescerE o futebol te faz pensar que no jogoVocê é muito importantePois o gol é o seu grande instanteQuando você crescerUm cafézinho mostrando o filho pra vóSentindo o apoio dos paisAchando que não está, sóQuando você crescerQuando você crescerQuando você crescer"
"Que Luz É Essa?","Que luz é essa que vem vindo lá do céu?Que luz é essa que vem vindo lá do céu?Que luz é essa?Que vem chegando lá do céu?Que luz é essa que vem vindo lá do céu?Brilha mais que a luz do SolVem trazendo a esperançaPra essa terra tão escuraOu quem sabe a profecia das divinas escriturasQuem é que sabe o que é que vem trazendo essa clarãoSe é chuva ou ventania, tempestade ou furacãoOu talvez alguma coisa que não é nem sim nem nãoQue luz é essa, genteQue vem chegando lá do céuÉ a chave que abre a portaLá do quarto dos segredosVem mostrar que nunca é tardeVem provar que é sempre cedoE que pra todo pecado sempre existe um perdãoNão tem certo nem erradoTodo mundo tem razãoE que o ponto de vistaÉ que é o ponto da questãoQue luz é essa que vem chegando lá do céu?"
"Quero Ir","Quero irQuero um poucoEsperaQuero irPela primaveraQuero irSeu pensar já eraQuero irQuero quero queroQuero quero queroQuero irO sol daqui é poucoO ar é quase nadaA rua não tem fimEu volto prá BahiaOu para Cachoeiro de Itapemirim"
"Quero Mais","Cheiro de matoCheiro morno o seu chamegoTenho sede, o seu suorÉ água que eu quero beber...Lhe faço festaFaço dengo lhe mordendoE essa coisa vai crescendoLhe derramo em vocêHuuuum!...Ai! Ai! Ai!Eu quero mais!Ai! Ai! Ai!Eu quero muito mais!Hunrum!...O nosso beijo é doceQue nem rapa-duraÉ uma dor que não tem curaQue é bom de deixar doer...O mundo páraEnrolado nesse abraçoE no disparo do compassoA gente mexe sem querer...Ai! Ai! Ai!Eu quero mais!Ai! Ai! Ai!Eu quero muito mais!...Eu quero maisMuito mais dessa brincadeiraSe enrolando na esteiraCoisa boa de brincarEu sou que nemUm vira-lata vagabundoMeu maior prazer no mundoÉ ter você prá farejar...Ai! Ai! Ai!Eu quero mais!Ai! Ai! Ai!Eu quero muito!...O nosso beijo é doceQue nem rapa-duraÉ uma dor que não tem curaQue é bom de deixar doer...O mundo páraEnrolado nesse abraçoNo disparo do compassoA gente mexe sem querer...Eu quero maisMuito mais dessa brincadeiraSe enrolando na esteiraCoisa boa de brincarEu sou que nemUm vira-lata vagabundoMeu maior prazer no mundoÉ ter você prá farejar...Ai! Ai! Ai!Eu quero maisAi! Ai! Ai!Eu quero muito mais!..."
"Quero Ser o Homem Que Sou","Dizendo a verdadeSomente a verdadeDizendo a verdadeSomente a verdadeEssa vã criatura indecisa no malIndecisa no bemSempre buscando venturas E sempre à procura das dores tambémCom todos os desejos, pecados, receiosRancor e arquejosDo animal que gargalhaE traz na boca rugidos e beijos!!Mas dizendo a verdadeSomente a verdadeMas dizendo a verdadeSomente a verdadeEsse gênio esboçado, essa criança loucaEsse filho da dorQue foi capaz de erguer do lodoUma voz rouca e um canto de amorEnquanto geme e choraMata e mente, acusa e defendeDeixa ficar pra trásNa sua jornada uma canção de glória!!Dizendo a verdadeSomente a verdadeDizendo a verdadeSomente a verdade  Quero ser o homem que souSim, quero ser o homem que souSim, quero ser o homem que sou!!  Mas...dizendo a verdadeSomente a verdadeDizendo a verdadeSomente a verdadeEsse gênio esboçado, essa criança loucaEsse filho da dorQue foi capaz de erguer do lodoUma voz rouca e um canto de amorEnquanto geme e choraMata e mente, acusa e defendeDeixa ficar pra trásNa sua jornada uma canção de glória!!Dizendo a verdade..."
"Ready Teddy / Hard-Headed Woman / Baby, I Don't Care","Ready, set, go man goI got a girl that I love soI'm ready, ready, ready TeddyI'm ready, ready, ready TeddyI'm ready, ready, ready TeddyI'm ready, ready, ready to rock 'n' rollGoing to the corner, pick up my sweetie pieShe's my rock 'n' roll, babyShe's the apple of my eyeI'm ready, ready, ready TeddyI'm ready, ready, ready TeddyI'm ready, ready, ready TeddyI'm ready, ready, ready to rock 'n' rollAll the flat top cats and all the dungaree dollsAre headed for the gym to the sock hop ballThe joint is really jumpin', the cats are going wildThe music really sends me I dig that crazy style 'causeI'm ready, ready, ready TeddyI'm ready, ready, ready TeddyI'm ready, ready, ready TeddyI'm ready, ready, ready to rock 'n' rollAll the flat top cats and all the dungaree dollsAre headed for the gym to the sock hop ballThe joint is really jumpin', the cats are going wildThe music really sends me I dig that crazy style 'causeI'm ready, ready, ready TeddyI'm ready, ready, ready TeddyI'm ready, ready, ready TeddyI'm ready, ready, ready to rock 'n' rollOh yeah, oh yeah, ahh!Well a hard headed womanA soft hearted manBeen the cause of troubleEver since the world beganOh yeah, ever since the world beganA hard headed woman beenA thorn in the side of manNow samson told delilahLoud and clearKeep your cotton pickin' fingersOut my curly hairOh yeah, ever since the world beganA hard headed woman beenA thorn in the side of manI heard about a kingWho was doin' swell'Till he started playingWith that evil jezebelOh yeah, ever since the world beganA hard headed woman been a thorn in the side of manBut if you don't like crazy musicYou don't like rockin' bandsYou just wanna go to a movie showAnd sit there holdin' handsYou're so squareBaby, I don't careYou don't like hotrod racin'Or drivin' late at nightYou just wanna go where it's nice and darkYou just wanna hold me tightYou're so squareBaby, I don't careYou don't know any dance steps that are newBut no one else could love me like you do, do, do, doI don't know why my heart flipsI only know it doesI wonder why I love you, babyI guess it's just becauseYou're so squareBaby, I don't careBaby, I don't careI don't"
"Requiem Para Uma Flor","Fruto do mundoSomos os homensPequenos girassoisDos que mostram a caraE enorme as montanhasQue não dizem nadaIncapaces los hombresQue hablam de todoY sufrem callados"
"Rock 'n' Roll","Há muito tempo atrás, na velha BahiaEu imitava Little Richard e me contorciaAs pessoas se afastavam pensandoQue eu tava tendo um ataque deEpilepsia (de epilepsia)No teatro Vila Velha,Velho conceito de moralBosta Nova pra universitário,Gente fina, intelectualOxalá, oxum dendê oxossi de não seio quê. (de não sei o quê)Oh, rock'n'roll, yeah, yeah, yeah,That's rock'n'rollA carruagem foi andando e uma década depoisNego dizia que indecência era o mesmoFeijão com arrozEu não podia aparecer na televisãoPois minha banda era nome dePalavrão (nome de palavrão)E lá dentro do camarim no maior abafamentoA mulherada se chegandoAltos pratos pratos suculentosE do meu lado um hippie punkMe chamando de traidor do movimento(vê se eu aguento)(Traidor do movimento)Oh, rock'n'roll, yeah, yeah, yeah,that's rock'n'rollAlguns dizem que ele é chatoOutros dizem que é banalJá o colocam em propagandaFundo de comercialMas o bicho ainda entorta minhaColuna cervical (coluna cervical)Já dizia o eclesiastesHá dois mil atrásDebaixo do sol não há nada novoNão seja bobo meu rapazMas nunca vi Beethoven fazerAquilo que Chuck Berry faz(Chuck Berry faz)Roll olver Beethoven, roll over Beethoven,Roll over Beethoven,Tell Tchaikovsky the newsE pra terminar com esse papoEu só queria dizerQue não importa o sotaquee sim o jeito de fazerPois há muito percebi queGenival Lacerda tem a vercom Elvis e com Jerry Lee (Elvis e Jerry Lee)Por aí os sinos dobram,Isso não é tão ruimPois se são sinos da morteAinda não bateram para mimE até chegar a minha horaEu vou com ele até o fim(com ele até o fim)Oh, Rock'n'roll, yeah, yeah, yeah..."
"Rock Around The Clock","One, Two three o´clock, four o´clock rockFive, six, seven o´clock, eight o´clock rockNine, ten, eleven o´clock , twelve o´clock rockWe´re gonna rock around the clock tonightPut your glad rags on, join me , HonWe´ll have some fun when the clock strikes oneWe´re gonna rock around the clock tonightWe´re gonna rock, rock, rock, ´till broad daylightGonna rock, gonna rock around the clock tonightWhen the clock strikes two, three and fourIf the band slows down we´ll yell for moreWe´re gonna rock around the clock tonightWe´re gonna rock, rock, roc, til broad daylightGonna rock, gonna rock aroun the clock tonightWhen the chimes ring strikes five, six and sevenWe´ll be right in seventh heavenWe´re gonna rock around the clock tonightWe´re gonna rock, rock, roc, til broad daylightGonna rock, gonna rock aroun the clock tonightWhen it´s eight, nine, ten, eleven tooI´ll be goin´ strong and so will youWe´re gonna rock around the clock tonightWe´re gonna rock, rock, roc, til broad daylightGonna rock, gonna rock aroun the clock tonightWhen the clock strikes twelve, we´ll cool off thenStart a rockin´ round the clock againgWe´re gonna rock around the clock tonightWe´re gonna rock, rock, roc, til broad daylightGonna rock, gonna rock aroun the clock tonight"
"Rock Around The Clock / Blue Suede Shoes / Tutti-Frutti / Long Tall Sally (Medley)","One, two three o'clock, four o'clock rockFive, six, seven o'clock, eight o'clock rockNine, ten, eleven o'clock, twelve o'clock rockWe're gonna rock around the clock tonightPut your glad rags on, join me, honWe'll have some fun when the clock strikes oneWe're gonna rock around the clock tonightWe're gonna rock, rock, rock, ´til broad daylightWe gonna rock, we gonna rock around the clock tonightWhen the clock strikes two, three and fourIf the band slows down we´ll yell for moreWe're gonna rock around the clock tonightWe're gonna rock, rock, rock, ´til broad daylightWe gonna rock, we gonna rock around the clock tonightAll right this again, do it!When the chimes ring strikes five, six and sevenWe'll be right in seventh heavenWe're gonna rock around the clock tonightWe're gonna rock, rock, rock, ´til broad daylightWe gonna rock, we gonna rock around the clock tonightWell, it's one for the moneyTwo for the showThree to get readyNow go, cat, goBut don't you step on my blue suede shoes.You can do anything but lay off of my blue suede shoesYou can burn my houseSteal my carDrink my liquorFrom an old fruitjarDo anything that you want to do, but uh-uhHoney, lay off of my shoesDon't you step on my blue suede shoesYou can do anything but lay off of my blue suede shoesAwop-bop-a-loo-mop alop-bam-boomTutti frutti, all over rootieI said: Awop-bop-a-loo-mop alop bam boomI got a girl, named daisyShe almost drives me crazyI got a girl, named daisyShe almost drives me crazyShe bop to the eastShe bop to the westBut she's that I takeThat I love the bestTutti frutti, all over rootieI said: Awop-bop-a-loo-mop alop bam boom, ah!I wanna tell aunt mary about uncle johnHe saw, he got music but he's got lots of funOh baby, hey, hey baby, uh, oh babyBe gonna havin' me some fun tonightWell, I saw uncle john with bald headed sallyHe saw aunt mary comin' and he ducked back in the alleyOh baby, aw baby, ah yeah, oh babyBe gonna havin' me some fun tonightAll right, all right, all right!Be gonna havin' me some fun tonightBe gonna havin' me some fun tonight (let me hear!)Be gonna havin' me some fun tonight (oh yeah!)Be gonna havin' me some fun tonight(Do you know everything's gonna be all right?)Be gonna havin' me some fun tonightOh yeah!"
"Rock Das Aranhas","Subi no muro do quintalE vi uma transaQue não é normalE ninguém vai acreditarEu vi duas mulherBotando aranha pra brigarDuas aranha, duas aranhaDuas aranha, duas aranhaVem cá, mulher, deixa de manhaMinha cobraQuer comer sua aranhaMeu corpo todo se tremeuE nem minha cobra entendeuCumé que podeDuas aranha se esfregandoEu tô sabendoAlguma coisa tá faltandoÉ minha cobra, cobra criadaÉ minha cobra, cobra criadaVem cá, mulher, deixa de manhaMinha cobraQuer comer sua aranhaDeve ter uma boa explicaçãoO que é que essas aranhaTão fazendo ali no chãoUma em cima, outra embaixoA cobra perguntandoOnde é que eu me encaixo?É minha cobra, cobra criadaÉ minha cobra, cobra criadaVem cá, mulher, deixa de manhaMinha cobraQuer comer sua aranhaEu soltei a cobraE ela foi diretoFoi pro meio das aranhaPrá mostrar como éQue é certoCobra com aranhaÉ que dá péAranha com aranhaSempre deu em jacaréÉ minha cobraCobra com aranhaÉ minha cobraCom as aranhaVem cá, mulher, deixa de manhaMinha cobraQuer comer sua aranhaÉ o rock das aranhaÉ o rock das aranhaÉ o rock das aranhaÉ o rock das aranhaVem cá, mulher, deixa de manhaMinha cobraQuer comer sua aranha"
"Rock do Diabo","Me dê um porco vivoPara eu encher minha pançaTrês quilos de alcatraCom muqueca de esperança...Diabo!O diabo usa capoteÉ Rock! É Toque! É Forte!Diabo!Foi ele mesmoQue me deu o toque...Enquanto FreudExplica as coisasO diabo fica dando toque...Existem dois diabosSó que um parou na pistaUm deles é do toqueO outro é aquele do exorcista...Diabo!O diabo usa capoteÉ Rock! É Toque! É Forte!Diabo!Foi ele mesmoQue me deu o toqueHuuuum!...Enquanto FreudExplica as coisasO diabo fica dando os toque...Mamãe disse a ZequinhaNunca pule aquele muroZequinha respondeuMamãe aqui tá mais escuro...Diabo!O diabo usa capoteÉ Rock! É Toque! É Forte!Diabo!Foi ele mesmo queMe deu o toque...Enquanto FreudExplica as coisasO diabo fica dando os toque...O diabo é o pai do rock!O diabo é o pai do rock!Então é very god rock!O diabo é o pai do rockEnquanto Freud explicaO diabo dá os toque..."
"Rockixe","Vê se me entende, olha o meu sapato novoMinha calça colorida o meu novo way of lifeEu tô tão lindo porém bem mais perigosoAprendi a ficar quieto e começar tudo de novoO que eu quero, eu vou conseguirO que eu quero, eu vou conseguirPois quando eu quero todos queremQuando eu quero todo mundo pede maisE pede bisEu tinha medo do seu medodo que eu façoMedo de cair no laçoque você preparouEu tinha medo de ter que dormir mais cedonuma cama que eu não gosto só porque você mandou...Você é forte, mas eu sou muito mais lindoO meu cinto cintilante, a minha bota, o meu bonéNão tenho pressa, tenho muita paciênciaNa esquina da falênciaque eu te pego pelo péOlha o meu charme, minha túnica, meu ternoEu sou o anjo do inferno que chegou pra lhe buscarEu vim de longe, vim d´uma metamorfoseNuma nuvem de poeira que pintou pra lhe pegarVocê é forte, faz o que deseja e querMas se assusta com o que eu faço, isso eu já posso verE foi com isso justamente que eu viMaravilhoso, eu aprendi que eu sou mais forte que vocêO que eu quero, eu vou conseguirO que eu quero, eu vou conseguirPois quando eu quero todos queremQuando eu quero todo mundo pede maisE pede bis, e pede mais"
"Roll Over Beethoven","We're gonna write a little letterGonna mail it to my local D.J.It's a rockin' little recordI want my jockey to playRoll over BeethovenI gotta hear it again todayYou know my temperature's risin'and the jukebox's blowin' a fuseMy heart's beatin' rhythmand my soul keeps singing the bluesRoll over Beethovenand tell Tchaikovsky the newsI got a rockin' pneumoniaI need a shot of rhythm and bluesI think I got it off the writersittin' down by the rhythm reviewRoll over Beethovenwe're rockin' in two by twoWell if you fell you like itWell get your lover and reel and rock itroll it over and move on up justjump around and reel and rock itroll it overRoll over Beethovena rockin' in two by two, ohWell early in the mornin'I'm a givin' you the warnin'Don't you step on my blue suede shoesHey little littlegonna play my fiddleAin't got nothing to looseRoll over Beethovenand tell Tchaikovsky the newsYou know she winks like a glow wormDance like a spinnin' topShe got a crazy partneroughta see 'em reel and rockLong as she's got a dimethe music will never stopRoll over BeethovenRoll over BeethovenRoll over BeethovenRoll over BeethovenRoll over Beethovenand dig these rhythm and blues"
"Rua Augusta / O Bom","Entrei na Rua AugustaA 120 por horaToquei a turma todaDo passeio pra foraCom 3 pneus carecasSem usar a buzinaParei a quatro dedosDa esquinaFalou!Vai! Vai! JohnnyVai! Vai! AlfredoQuem é da nossa gangueNão tem medoVai! Vai! JohnnyVai! Vai! AlfredoQuem é da nossa gangueNão tem medoMeu carro não tem brequeNão tem luzNão tem buzinaTem 3 carburadoresTodos os 3 envenenadosSó para na subidaQuando falta a gasolinaSó passa se tiverSinal fechadoTremendão!Vai! Vai! JohnnyVai! Vai! AlfredoQuem é da nossa gangueNão tem medoVai! Vai! JohnnyVai! Vai! AlfredoQuem é da nossa gangueNão tem medoMeu carro é vermelhoNão uso espelho pra me pentearBotinha sem meiaE só na areia eu sei trabalharCa-ca-cabelo na testa, eu sou o dono da festaPertenço aos Dez Ma-a-a-a-aisSe você quiser experimentarEu sei que vou gostarEle é o bom, é o bom, é o bomEle é o bom, é o bom, é oMeu carro é vermelhoNão uso espelho pra me pentearBotinha sem meiaE só na areia eu sei trabalharCa-ca-cabelo na testa, eu sou o dono da festaPertenço aos Dez Ma-a-a-a-aisSe você quiser experimentarEu sei que vou gostarEle é o bom, é o bom, é o bomEle é o bom, é o bom, é o"
"S.O.S.","Hoje é domingoMissa e praiaCéu de anilTem sangue no jornalBandeiras na Avenida ZilLá por detrás da tristeLinda zona sulVai tudo muito bemFormigas que trafegamSem porqueE da janelaDesses quartos de pensãoEu como vetorTranquilo eu tentoUma transmutaçãoOh! Oh! Seu moço!Do Disco VoadorMe leve com vocêPra onde você forOh! Oh! Seu moço!Mas não me deixe aquiEnquanto eu sei que temTanta estrela por aíAndei rezando paraTotens e JesusJamais olhei pro céuMeu Disco Voador alémJá fui macacoEm domingos glaciaisAtlantas colossaisQue eu não soubeComo utilizarE nas mensagensQue nos chegam sem pararNinguém, ninguém pode notarEstão muito ocupadosPra pensarOh! Oh! Seu Moço!Do Disco VoadorMe leve com vocêPra onde você forOh! Oh! Seu moço!Mas não me deixe aquiEnquanto eu sei que temTanta estrela por aíEnquanto eu sei que temTanta estrela por aí!Enquanto eu sei que temTanta estrela por aí!"
"Sapato 36","Eu calço é 37Meu pai me dá 36Dói, mas no dia seguinteAperto meu pé outra vezEu aperto meu pé outra vezPai eu já tô crescidinhoPague prá ver, que eu apostoVou escolher meu sapatoE andar do jeito que eu gostoE andar do jeito que eu gostoPor que cargas d'águasVocê acha que tem o direitoDe afogar tudo aquilo que euSinto em meu peitoVocê só vai ter o respeito que querNa realidadeNo dia em que você souber respeitarA minha vontadeMeu paiMeu paiPai já tô indo-me emboraQuero partir sem brigarPois eu já escolhi meu sapatoQue não vai mais me apertarQue não vai mais me apertarQue não vai mais me apertarPor que cargas d'águasVocê acha que tem o direitoDe afogar tudo aquilo que euSinto em meu peitoVocê só vai ter o respeito que querNa realidadeNo dia em que você souber respeitarA minha vontadeMeu paiMeu paiPai já tô indo-me emboraEu quero partir sem brigarJá escolhi meu sapatoQue não vai mais me apertar (Êêêê)Que não vai mais me apertar (Aaaa)Que não vai mais me apertar (Êêêê)"
"Se o Rádio Não Toca","Se O Rádio Não Toca!A música que você quer ouvirNão procure dançarAo som daquelaAntiga valsaNão! Não! Não! Não!Não! Não! Não! Não!Não! Não! Não! Não!...É muito simples!É muito simples!É só mudar a estaçãoÉ só girar o botãoÉ só girar o botão...Se O Rádio Não Toca!A música que você quer ouvirNão procure dançarAo som daquelaAntiga valsaNão! Não! Não! Não!Não! Não! Não! Não!Não! Não! Não! Não!...É muito simples!É muito simples!É só mudar a estaçãoÉ só girar o botão!É só girar o botão!É só girar o botão!É só girar o botão!É só girar o botão!É só girar o botão!...Se O Rádio Não Toca!A música que você quer ouvirNão procure dançarAo som daquelaAntiga valsaNão! Não! Não! Não!Não! Não! Não! Não!Não! Não! Não! Não!...É muito simples!É muito simples!É só mudar a estaçãoÉ só girar o botão!É só girar o botão!...Se O Rádio Não Toca!A música que você quer ouvirNão procure dançarAo som daquelaAntiga valsaNão! Não! Não! Não!Não! Não! Não! Não!Não! Não! Não! Não!...É muito simples!É muito simples!É só mudar a estaçãoÉ só girar o botão!É só girar o botão!É só girar o botão!É só girar o botão!É só girar o botão!É só girar o botão!...Se O Rádio Não Toca!"
"Século XXI","Há muitos anos você anda em círculosJá não lembra de onde foi que partiuTantos desejos soprados pelo ventoSe espatifaram quando o vento sumiuVocê vendeu sua alma ao acasoQue por descaso tava ali de bobeiraE em troca recebeu os pedaçosCacos de vida de uma vida inteiraSe você correu, correu, correu tantoE não chegou a lugar nenhumBaby oh Baby bem vinda ao Século XXIVocê cruzou todas as fronteirasNão sabe mais de que lado ficouE ainda tenta e ainda procuraPor um tempo que faz tempo passouAgora é noite na sua existênciaCuja essência perdeu o lugarTalvez esteja aí pelos cantosMas está escuro pra poder encontrarSe você correu, correu, correu tantoE não chegou a lugar nenhumBaby oh Baby bem vinda ao Século XXI"
"Segredo da Luz","Os olhos verdes que piscam no escuro de céuFilho da luz, fui nascido da lua e do sol!Nas noites mais negras do ano eu, eu mostro minha vozEstrelas, estrelasAs estrelas, elas brilham como eu!As nuvens vagueiam no espaço sem lar nem raizO ódio não é o real, é a ausência do amorAo fim é um grande oceano, mãe, mãe filho e luzHmmm... estrelas, estrelasAs estrelas elas brilham com nós!As trevas da noite assustam escondendo o segredo da luz!Da luz que gargalha do medo do escuroQue é quando os meus olhos não podem enxergar!Dia, noiteSe é dia sou dono do mundo e me sinto  filho do solSe é noite eu me rendo às estrelas em busca de um farolOoohh... estrelas, estrelasAs estrelas brilham como euAs trevas da noite assustam escondendo o segredo da luz!A luz que gargalha do medo do escuroQue é quando os meus olhos não podem enxergar!Dia , noiteSe é dia sou dono do mundo e me sinto  filho do solSe é noite eu me rendo às estrelas em busca de um farolÔoohh... estrelas, estrelasAs estrelas elas brilham como eu"
"Semente do Sol (Sunseed)","Você nasceu no finalQuando a cortina desceuVejo que você está confusa, meninaMas está tudo bemÉ somente o badalar dos sinos Anunciando um novo tempoBarcos cruzando desertosOceanos rachados pelo calorGente se afogando em gotas de chuvaMas, tudo bemIsso não é uma derrotaAgora mesmoO sol não brilhaEstá cheio de vinhoPorém eu posso sorrir na tempestadePorque eu nasci quando o sol brilhavaEm junho"
"Senhor da Guerra","Muito prazer, eu sou o senhor da guerraEu vou lhes dizer o que a guerra encerraAbra os olhos, vê se presta atençãoAtenção!Atenção!A guerra traz um pouco de açãoEvita a super-populaçãoÉ dinheiro pra quem sabe ganharE isso faz o mundo girarAquele que luta pela pazAposto que ainda não sabe a besteira que fazPois guerra é guerraQue sacode a nossa terraQuem se vira aqui se ferraO negócio é se dar bemSe a barra pesaOs carola entra na rezaBom gorila que se presaNão dá bola pra ninguémMuito prazer eu sou o senhor da guerraE vou lhes dizer o que a guerra encerraAbra os olhos, vê se presta atençãoAtenção!Atenção!O negócio é ter o mundo na mãometranca, arco e flecha ou canhãoAgora nosso pique é totalTerceira estrela no sideralE o velho Halley que se cuideOu pegue o rabo e se mudePois guerra é guerraQue sacode a nossa terraQuem bobeia é que  se ferraO negócio é se dar bemSe a barra pesaOs carola entra na rezaBom gorila que se presaNão dá bola pra ninguém..."
"Senhora Dona Persona (Pesadelo Mitológico nº 3)","Eu sei que você já gostaDe comer nossos bebêsOs mais tenros, mais gostososCom volúpia, embriaguezSenhora dona PersonaSenhora dona PersonaSenhora dona PersonaNão tire mais um filho de mimEu queria ver sua caraNão encontrei nenhuma caraMas você ainda me pagaQualé, tá pensando que é Deus?Senhora dona PersonaSenhora dona PersonaSenhora dona PersonaNão tire mais um filho de mimEu tô fazendo o meu caminhoE não peço que me sigamCada um faz o que podeOs homens passam, as músicas ficam"
